Name,Album,Artist,Album_Artist,Genre,Year,Date_Added,Group,Play_Count,Location,All_Artists,Comments,Composer
Oldskool [Extended Mix],Oldskool [Single],Julian Jordan,Julian Jordan,Electro House,2019,2019-07-10 17:41:17,STMPD,21,iTunes Media/Music/Julian Jordan/Oldskool [Single]/Oldskool [Extended Mix].mp3,Julian Jordan,2019/05/10,
I'm Sorry,I'm Sorry [Single],Jonth,Jonth,Future House / Future Bounce,2019,2019-07-10 17:41:17,NIK COOPER,15,iTunes Media/Music/Jonth/I'm Sorry [Single]/I'm Sorry.mp3,Jonth,2019/02/08,
Extinction,Extinction [Single],Tha Trickaz × Felckin,Tha Trickaz × Felckin,Dubstep / Brostep / Riddim,2019,2019-07-10 17:41:17,OTODAYO,16,iTunes Media/Music/Tha Trickaz × Felckin/Extinction [Single]/Extinction.mp3,"Felckin, Tha Trickaz",2019/05/10,
A Little More Like You [Extended Mix],A Little More Like You [Single],Dropgun (feat. Eddie Jonsson),Dropgun,Future House / Future Bounce,2019,2019-07-10 17:41:17,DHARMA,5,iTunes Media/Music/Dropgun/A Little More Like You [Single]/A Little More Like You [Extended Mix.mp3,"Dropgun, Eddie Jonsson",2019/05/31,
The Rhythm [Extended Mix],The Rhythm [Single],Don Diablo,Don Diablo,Future House / Future Bounce,2019,2019-07-10 17:41:17,HEXAGON,22,iTunes Media/Music/Don Diablo/The Rhythm [Single]/The Rhythm [Extended Mix].mp3,Don Diablo,2019/06/20,
Gold Rush (Ideas) [Extended Version],Gold Rush,Diamond Pistols (feat. LX & Reese),Diamond Pistols,Future Bass,2017,2019-07-10 17:41:17,SPINNIN' PREMIUM,11,iTunes Media/Music/Diamond Pistols/Gold Rush/02 Gold Rush (Ideas) [Extended Versi.mp3,"Diamond Pistols, LX, Reese",,
Remember You,Remember You [Single],Conro,Conro,Disco,2019,2019-07-10 17:41:17,MONSTERCAT,11,iTunes Media/Music/Conro/Remember You [Single]/Remember You.mp3,Conro,2019/05/10,
The Bass [Extended Mix],The Bass [Single],Chico Rose & Afrojack,Chico Rose & Afrojack,Future House / Future Bounce,2019,2019-07-10 17:41:17,WALL,19,iTunes Media/Music/Chico Rose & Afrojack/The Bass [Single]/The Bass [Extended Mix].mp3,"Afrojack, Chico Rose",2019/04/01,
Higher Needs [Extended Mix],Higher Needs [Single],Blinders,Blinders,Ghetto House,2019,2019-07-10 17:41:17,STMPD,22,iTunes Media/Music/Blinders/Higher Needs [Single]/Higher Needs [Extended Mix].mp3,Blinders,2019/05/24,
Oh Baby [Original Mix],Oh Baby [Single],Blaze U & Dexum,Blaze U & Dexum,Future House / Future Bounce,2019,2019-07-10 17:41:17,STRANGE FRUITS,5,iTunes Media/Music/Blaze U & Dexum/Oh Baby [Single]/Oh Baby [Original Mix].mp3,"Blaze U, Dexum",2019/06/07,
Super Friends [Extended Mix],Super Friends [Single],Blasterjaxx (feat. Jack Wilby),Blasterjaxx,Big Room,2019,2019-07-10 17:41:17,MAXXIMIZE,13,iTunes Media/Music/Blasterjaxx/Super Friends [Single]/Super Friends [Extended Mix].mp3,"Blasterjaxx, Jack Wilby",2019/03/22,
Turn It Up [Extended Mix],Turn It Up [Single],Armin van Buuren,Armin van Buuren,Psy Trance,2019,2019-07-10 17:41:17,ARMIND,7,iTunes Media/Music/Armin van Buuren/Turn It Up [Single]/Turn It Up [Extended Mix].mp3,Armin van Buuren,2019/03/15,
Sober [Extended Version],Sober [Single],Afrojack (feat. Rae Sremmurd & Stanaj),Afrojack,Future Pop,2019,2019-07-10 17:41:17,WALL,15,iTunes Media/Music/Afrojack/Sober [Single]/Sober [Extended Version].mp3,"Afrojack, Rae Sremmurd, Stanaj",2019/03/15,
It Goes Like [Original Mix],It Goes Like [Single],Afrojack,Afrojack,Electro House,2019,2019-07-10 17:41:17,WALL,15,iTunes Media/Music/Afrojack/It Goes Like [Single]/It Goes Like [Original Mix].mp3,Afrojack,2019/06/07,
Gimme Gimme Gimme [Syzz Rework],Gimme Gimme Gimme [Remix],ABBA,ABBA,Future House / Future Bounce,2019,2019-07-10 17:41:17,LOWLY.,12,iTunes Media/Music/ABBA/Gimme Gimme Gimme [Remix]/Gimme Gimme Gimme [Syzz Rework].mp3,"ABBA, Syzz",2019/06/05,
Think About You [Original Mix],Think About You [EP],90 Miles,90 Miles,Future House / Future Bounce,2019,2019-07-10 17:41:17,DIVERSITY,10,iTunes Media/Music/90 Miles/Think About You [EP]/Think About You [Original Mix].mp3,90 Miles,2019/05/16,
All My Friends,Good Faith [EP],Madeon,Madeon,Indie Dance / Nu Disco,2019,2019-07-10 17:41:17,COLUMBIA (SONY),9,iTunes Media/Music/Madeon/Good Faith [EP]/02 All My Friends.mp3,Madeon,2019/05/31,
Pica [Original Mix],Pica [Single],"Deorro, Elvis Crespo & Henry Fong","Deorro, Elvis Crespo & Henry Fong",Jungle Terror,2019,2019-07-10 17:41:17,ULTRA,10,"iTunes Media/Music/Deorro, Elvis Crespo & Henry Fong/Pica [Single]/Pica [Original Mix].mp3","Deorro, Elvis Crespo, Henry Fong",2019/03/08,
FIGHT,FIGHT [Single],Tokyo Machine,Tokyo Machine,8-Bit House,2016,2019-07-10 17:41:17,MONSTERCAT,16,iTunes Media/Music/Tokyo Machine/FIGHT [Single]/FIGHT.mp3,Tokyo Machine,,
Lavender Town [Electro House Remix],Ultraball,James Landino,James Landino,Electro House,2017,2019-07-10 17:41:17,GAMECHOPS,19,iTunes Media/Music/James Landino/Ultraball/Lavender Town [Electro House Remix].mp3,James Landino,,
Sanctuary [Original Mix],Sanctuary [Single],Bad Computer,Bad Computer,Electro House,2019,2019-07-10 17:41:17,MONSTERCAT,22,iTunes Media/Music/Bad Computer/Sanctuary [Single]/Sanctuary [Original Mix].mp3,Bad Computer,2019/07/09,
Have Mercy [Softest Hard Remix],Have Mercy [Remix],YBN Cordae,YBN Cordae,Trap,2019,2019-07-10 17:41:17,-,17,iTunes Media/Music/YBN Cordae/Have Mercy [Remix]/Have Mercy [Softest Hard Remix].mp3,"Softest Hard, YBN Cordae",2019/06/28,
Every Second,Every Second [Single],Ellis × Triangle,Ellis × Triangle,Future House / Future Bounce,2019,2019-07-10 17:41:17,ESSENTIALS,9,iTunes Media/Music/Ellis × Triangle/Every Second [Single]/Every Second.mp3,"Ellis, Triangle",2019/05/31,
Far Away,Far Away [Single],slushii,slushii,Kawaii Future Bass,2019,2019-07-10 17:41:17,MONSTERCAT,27,iTunes Media/Music/slushii/Far Away [Single]/Far Away.mp3,slushii,2019/06/28,
Return Of The Queen Street Orchestra [Radio Edit],Return Of The Queen Street Orchestra [Single],Cevin Fisher,Cevin Fisher,House,2019,2019-07-10 17:41:17,ARMADA SUBJEKT,7,iTunes Media/Music/Cevin Fisher/Return Of The Queen Street Orchestra [Si/Return Of The Queen Street Orchestra.mp3,Cevin Fisher,2019/04/08,
Just Say Yeah [Extended Mix],Just Say Yeah [Single],Dr Phunk,Dr Phunk,Hard Style,2019,2019-07-10 17:41:17,REVEALED,18,iTunes Media/Music/Dr Phunk/Just Say Yeah [Single]/Just Say Yeah [Extended Mix].mp3,Dr Phunk,2019/06/28,
Blame [Extended Mix],Blame [Single],Manse (feat. David Shane),Manse,Progressive House,2019,2019-07-10 17:41:17,REVEALED,17,iTunes Media/Music/Manse/Blame [Single]/Blame [Extended Mix].mp3,"David Shane, Manse",2019/06/26,
SAIKOU,SAIKOU [Single],Tokyo Machine,Tokyo Machine,8-Bit House,2019,2019-07-10 17:41:17,MONSTERCAT,31,iTunes Media/Music/Tokyo Machine/SAIKOU [Single]/SAIKOU.mp3,Tokyo Machine,2019/05/30,
Twerk Team [Original Mix],Twerk Team [SIngle],High 'n' Rich (feat. LexBlaze),High 'n' Rich,Future House / Future Bounce,2019,2019-07-10 17:41:17,ENTER,13,iTunes Media/Music/High 'n' Rich/Twerk Team [SIngle]/Twerk Team [Original Mix].mp3,"High 'n' Rich, LexBlaze",2019/05/23,
Mansion 140,Kingdom United,Gareth Emery & Ashley Wallbridge,Gareth Emery & Ashley Wallbridge,Trance,2019,2019-07-10 17:41:17,GARUDA,11,iTunes Media/Music/Gareth Emery & Ashley Wallbridge/Kingdom United/Mansion 140.mp3,"Ashley Wallbridge, Gareth Emery",2019/05/10,
Tough Love,Tough Love [Single],"Avicii (feat. Agnes, Vargas & Lagola)",Avicii,Electro Pop,2019,2019-07-10 17:41:17,UNIVERSAL,10,iTunes Media/Music/Avicii/Tough Love [Single]/Tough Love.mp3,"Agnes, Avicii, Vargas & Lagola",2019/05/09,
Stay,Stay [Single],Ella McCarthy,Ella McCarthy,Future Bass,2019,2019-07-10 17:41:17,THE BEARDED MAN,12,iTunes Media/Music/Ella McCarthy/Stay [Single]/Stay.mp3,Ella McCarthy,2019/04/05,
"Asgore, The Broken King [Orchestral Suite]","Asgore, The Broken King [Cover]",Osirois,Osirois,Classique,2018,2019-07-10 17:41:17,-,8,"iTunes Media/Music/Osirois/Asgore, The Broken King [Cover]/Asgore, The Broken King [Orchestral.mp3","Osirois, Toby Fox",,Toby Fox
Losing It [Original Mix],Losing It [Single],FISHER,FISHER,Tech House,2018,2019-07-10 17:41:17,CATCH & RELEASE,6,iTunes Media/Music/FISHER/Losing It [Single]/Losing It [Original Mix].mp3,FISHER,,
Dire Dire Docks [Nokbient + Besso0 Remix],Dire Dire Docks [Remix],Koji Kondo × Nokbient + Besso0,Koji Kondo × Nokbient + Besso0,Electro House,2017,2019-07-10 17:41:17,GAMECHOPS,23,iTunes Media/Music/Koji Kondo × Nokbient + Besso0/Dire Dire Docks [Remix]/Dire Dire Docks [Nokbient + Besso0 R.mp3,"Besso0, Koji Kondo, Nokbient",,
Take On The World,Take On The World [Single],Jonth,Jonth,Future House / Future Bounce,2019,2019-07-10 17:41:17,LOWLY.,6,iTunes Media/Music/Jonth/Take On The World [Single]/Take On The World.mp3,Jonth,2019/02/28,
Crazy [Cover],Sequels,2WEI (feat. Marvin Brooks),2WEI,Alternative,2018,2019-07-10 17:41:17,POSITION MUSIC,10,iTunes Media/Music/2WEI/Sequels/Crazy [Cover].mp3,"2WEI, Marvin Brooks, Gnarls Barkley",,Gnarls Barkley
Waterfall / Quiet Water [Orchestral Cover],Waterfall / Quiet Water [Cover],Osirois,Osirois,Classique,2018,2019-07-10 17:41:17,-,11,iTunes Media/Music/Osirois/Waterfall _ Quiet Water [Cover]/Waterfall _ Quiet Water [Orchestral.mp3,"Osirois, Toby Fox",,Toby Fox
Strobe [Original Mix],Strobe [Single],deadmau5,deadmau5,Electro House,2010,2019-07-10 21:16:54,,14,iTunes Media/Music/deadmau5/Strobe [Single]/Strobe [Original Mix].mp3,deadmau5,,
One More Chance [Extended Mix],One More Chance [Single],RetroVision,RetroVision,Future House / Future Bounce,2019,2019-07-13 10:44:55,HEXAGON,8,iTunes Media/Music/RetroVision/One More Chance [Single]/One More Chance [Extended Mix].mp3,RetroVision,2019/07/11,
Summer Air [Extended Mix],Summer Air [Single],Hardwell (feat. Trevor Guthrie),Hardwell,Progressive House,2019,2019-07-13 10:44:55,REVEALED,13,iTunes Media/Music/Hardwell/Summer Air [Single]/Summer Air [Extended Mix].mp3,"Hardwell, Trevor Guthrie",2019/05/31,
BARRACA [Extended Mix],BARRACA [Single],Garmiani,Garmiani,Latina House,2019,2019-07-13 10:44:55,SPINNIN',13,iTunes Media/Music/Garmiani/BARRACA [Single]/BARRACA [Extended Mix].mp3,Garmiani,2019/03/11,
Repeat After Me [Extended Mix],Repeat After Me [Single],Dimitri Vegas & Like Mike × Armin van Buuren × W&W,Dimitri Vegas & Like Mike × Armin van Buuren × W&W,Big Room,2019,2019-07-13 10:44:55,ARMIND,6,iTunes Media/Music/Dimitri Vegas & Like Mike × Armin van Bu/Repeat After Me [Single]/Repeat After Me [Extended Mix].mp3,"Armin van Buuren, Dimitri Vegas & Like Mike, W&W",2019/01/11,
I Can Tell [Extended Mix],I Can Tell [Single],DOMENO & Karl Sylver (feat. Garrett Raff),DOMENO & Karl Sylver,Progressive House,2019,2019-07-13 10:44:55,REVEALED,28,iTunes Media/Music/DOMENO & Karl Sylver/I Can Tell [Single]/I Can Tell [Extended Mix].mp3,"DOMENO, Garrett Raff, Karl Sylver",2019/07/12,
Crank Up The Dank,Crank Up The Dank [Single],Gammer & Stonebank,Gammer & Stonebank,Hard Bass,2019,2019-07-13 10:44:55,MONSTERCAT,25,iTunes Media/Music/Gammer & Stonebank/Crank Up The Dank [Single]/Crank Up The Dank.mp3,"Gammer, Stonebank",2019/03/04,
Waiting For You [Extended Mix],Waiting For You [Single],Courts & Divite (feat. Anthony Meyer),Courts & Divite,Progressive House,2019,2019-07-13 10:44:55,AIRWAVE MUSIC,3,iTunes Media/Music/Courts & Divite/Waiting For You [Single]/Waiting For You [Extended Mix].mp3,"Anthony Meyer, Courts, Divite",2019/07/10,
Heroes,Heroes [Single],Nonsens (feat. Tobias Stenkjær),Nonsens,Future Pop,2019,2019-07-13 10:44:55,MONSTERCAT,46,iTunes Media/Music/Nonsens/Heroes [Single]/Heroes.mp3,"Nonsens, Tobias Stenkjær",2019/01/11,
Something [Manse Remix],Something [Remix],Funk Machine & Taku-Hero,Funk Machine & Taku-Hero,Progressive House,2019,2019-07-15 12:03:24,REVEALED,14,iTunes Media/Music/Funk Machine & Taku-Hero/Something [Remix]/Something [Manse Remix].mp3,"Funk Machine, Manse, Taku-Hero",2019/04/12,
U Got That [Extended Mix],U Got That [Single],Halogen,Halogen,Ghetto House,2017,2019-07-15 12:03:24,PINNACLE COLLECTIVE,7,iTunes Media/Music/Halogen/U Got That [Single]/U Got That [Extended Mix].mp3,Halogen,,
Selecta [Extended Mix],Selecta [Single],Daffy Muffin,Daffy Muffin,Electro House,2019,2019-07-19 16:39:36,PROTOCOL,12,iTunes Media/Music/Daffy Muffin/Selecta [Single]/Selecta [Extended Mix].mp3,"Daffy Muffin, Lucas & Steve",2019/07/05,
Reckless [Extended Mix],Reckless [Single],Hardwell & Quintino,Hardwell & Quintino,Big Room,2019,2019-07-19 16:39:36,SPINNIN',8,iTunes Media/Music/Hardwell & Quintino/Reckless [Single]/Reckless [Extended Mix].mp3,"Hardwell, Quintino",2019/07/19,
Not Alone [Extended Mix],Not Alone [Single],SICK INDIVIDUALS & Justin Prime (feat. ByMia),SICK INDIVIDUALS & Justin Prime,Big Room,2019,2019-07-19 16:39:36,REVEALED,17,iTunes Media/Music/SICK INDIVIDUALS & Justin Prime/Not Alone [Single]/Not Alone [Extended Mix].mp3,"ByMia, Justin Prime, SICK INDIVIDUALS",2019/07/05,
Fever,Fever [Single],Da Candy × Justin Prime × Onderkoffer (feat. Jackie's Boy & Lil Eddie),Da Candy × Justin Prime × Onderkoffer,Reggaeton,2019,2019-07-19 16:39:36,ARMADA MUSIC,9,iTunes Media/Music/Da Candy × Justin Prime × Onderkoffer/Fever [Single]/Fever.mp3,"Da Candy, Jackie's Boy, Justin Prime, Lil Eddie, Onderkoffer",2019/06/14,
Gaijin [Extended Mix],Gaijin [Single],Ronko,Ronko,Electro House,2019,2019-07-19 16:39:36,MUSICAL FREEDOM,15,iTunes Media/Music/Ronko/Gaijin [Single]/Gaijin [Extended Mix].mp3,Ronko,2019/07/01,
Arabian Nights [Extended Mix],Arabian Nights [Single],RudeLies & Facading,RudeLies & Facading,Future House / Future Bounce,2019,2019-07-19 16:39:36,NCS,24,iTunes Media/Music/RudeLies & Facading/Arabian Nights [Single]/Arabian Nights [Extended Mix].mp3,"Facading, RudeLies",2019/06/21,
Medusa,Medusa [Single],Aiobahn (feat. Cozi Zuehlsdorff),Aiobahn,Future House / Future Bounce,2019,2019-07-19 16:39:36,MONSTERCAT,32,iTunes Media/Music/Aiobahn/Medusa [Single]/Medusa.mp3,"Aiobahn, Cozi Zuehlsdorff",2019/06/18,
There For You [Extended Mix],There For You [Single],Raven & Kreyn,Raven & Kreyn,Future House / Future Bounce,2019,2019-07-19 16:39:36,FUTURE HOUSE MUSIC,3,iTunes Media/Music/Raven & Kreyn/There For You [Single]/There For You [Extended Mix].mp3,Raven & Kreyn,2019/06/14,
Faith [Extended Mix],Faith [Single],Jay Eskar,Jay Eskar,Future House / Future Bounce,2019,2019-07-19 16:39:36,-,8,iTunes Media/Music/Jay Eskar/Faith [Single]/Faith [Extended Mix].mp3,Jay Eskar,2019/06/14,
Bombai [Extended Mix],Bombai [Single],Dyro,Dyro,Electro House,2019,2019-07-19 16:39:36,STMPD,19,iTunes Media/Music/Dyro/Bombai [Single]/Bombai [Extended Mix].mp3,Dyro,2019/06/07,
Blindfold [Extended Mix],Blindfold [Single],AfterU,AfterU,Deep House,2019,2019-07-19 16:52:08,ARMADA ELECTRONIC ELEMENTS,8,iTunes Media/Music/AfterU/Blindfold [Single]/Blindfold [Extended Mix].mp3,AfterU,2019/07/15,
What You Promised,What You Promised [Single],Fairlane & Zack Gray,Fairlane & Zack Gray,Melodic Dubstep,2019,2019-07-19 17:38:48,LOWLY.,11,iTunes Media/Music/Fairlane & Zack Gray/What You Promised [Single]/What You Promised.mp3,"Fairlane, Zack Gray",2019/05/23,
Big Top,Party Favors [EP],"Phunk Bias (feat. Burkey, Willdabeast & Geoff Nigl)",Phunk Bias,Glitch Hop / MidTempo,2019,2019-07-20 09:42:34,GLITCH HOP COMMUNITY,7,iTunes Media/Music/Phunk Bias/Party Favors [EP]/Big Top.mp3,"Burkey, Geoff Nigl, Phunk Bias, Willdabeast",2019/07/01,
Sinnoh Trainer Battle Medley (Trainer's Eyes Meet - Ace Trainer / Battle! / Victory!),Sinnoh Trainer Battle Medley,Sinnoh Fusion Ensemble,Sinnoh Fusion Ensemble,Rock,2019,2020-01-16 00:27:56,-,7,iTunes Media/Music/Sinnoh Fusion Ensemble/Sinnoh Trainer Battle Medley/Sinnoh Trainer Battle Medley (Traine.m4a,"Sinnoh Fusion Ensemble, insaneintherainmusic",2019/11/23,
Adventures,Adventures [Single],Julian Calor,Julian Calor,Future Bass,2019,2020-01-16 00:27:56,MONSTERCAT,17,iTunes Media/Music/Julian Calor/Adventures [Single]/Adventures.m4a,Julian Calor,2019/03/11,
Mumbai Power,Show Tracks EP,Skrillex (feat. BEAM),Skrillex,Future Bass,2019,2020-01-16 00:27:56,OWSLA,12,iTunes Media/Music/Skrillex/Show Tracks EP/02 Mumbai Power.m4a,"BEAM, Skrillex",2019/07/19,
Fuji Opener,Show Tracks EP,Skrillex (feat. Alvin Risk),Skrillex,Dubstep / Brostep / Riddim,2019,2020-01-16 00:27:56,OWSLA,7,iTunes Media/Music/Skrillex/Show Tracks EP/01 Fuji Opener.m4a,"Alvin Risk, Skrillex",2019/07/19,
Trouble,Trouble [Single],Annella,Annella,Electro Swing,2019,2020-01-16 00:27:56,WOODENT HAT,5,iTunes Media/Music/Annella/Trouble [Single]/Trouble.m4a,Annella,2019/03/25,
ここにいる (I'm Here) [Club Mix],ここにいる (I'm Here) [Single],Aiobahn (feat. rionos),Aiobahn,Future House / Future Bounce,2019,2020-01-16 00:27:56,-,6,iTunes Media/Music/Aiobahn/ここにいる (I'm Here) [Single]/ここにいる (I'm Here) [Club Mix].m4a,"Aiobahn, rionos",2019/08/16,
Home,Home [Single],Martin Garrix (feat. Bonn),Martin Garrix,Progressive House,2019,2020-01-16 00:27:56,STMPD,13,iTunes Media/Music/Martin Garrix/Home [Single]/Home.m4a,"Bonn, Martin Garrix",2019/08/16,
Never Count On Me,Never Count On Me [Single],Haywyre,Haywyre,Indie Dance / Nu Disco,2019,2020-01-16 00:27:56,-,8,iTunes Media/Music/Haywyre/Never Count On Me [Single]/Never Count On Me.m4a,Haywyre,2019/08/23,
Kill Me Slowly,Kill Me Slowly [Single],Sickick,Sickick,Trap,2019,2020-01-16 00:27:56,-,9,iTunes Media/Music/Sickick/Kill Me Slowly [Single]/Kill Me Slowly.m4a,Sickick,2019/08/24,
Dynamite [Extended Mix],Dynamite [Single],"Nicky Romero, Mike Williams & Amba Shepherd","Nicky Romero, Mike Williams & Amba Shepherd",Future House / Future Bounce,2019,2020-01-16 00:27:56,PROTOCOL,4,"iTunes Media/Music/Nicky Romero, Mike Williams & Amba Sheph/Dynamite [Single]/Dynamite [Extended Mix].m4a","Amba Shepherd, Mike Williams, Nicky Romero",2019/11/01,
Duh?,Duh? [Single],Felckin,Felckin,Tech House,2019,2020-01-16 00:27:56,-,8,iTunes Media/Music/Felckin/Duh_ [Single]/Duh_.m4a,Felckin,2019/11/01,
GIANTS,GIANTS [Single],"True Damage (w/ Becky G, Keke Palmer, SOYEON, Duckwrth & Thutmose)",True Damage,Trap,2019,2020-01-16 00:27:56,RIOT GAMES,8,iTunes Media/Music/True Damage/GIANTS [Single]/GIANTS.m4a,"Becky G, Duckwrth, Keke Palmer, SOYEON, Thutmose, True Damage",2019/11/10,
Hold On,Hold On [Single],"Martin Garrix, Matisse & Sadko (feat. Michel Zitron)","Martin Garrix, Matisse & Sadko",Progressive House,2019,2020-01-16 00:27:56,STMPD,18,"iTunes Media/Music/Martin Garrix, Matisse & Sadko/Hold On [Single]/Hold On.m4a","Martin Garrix, Matisse & Sadko, Michel Zitron",2019/12/27,
everything matters (when it comes to you) [Aiobahn Remix],album1: a lot of remixes,San Holo,San Holo,Future House / Future Bounce,2020,2020-01-16 00:27:56,BITBIRD,11,iTunes Media/Music/San Holo/album1_ a lot of remixes/everything matters (when it comes to.m4a,"Aiobahn, San Holo",2020/01/10,
Bittersweet,Bittersweet [Single],Pixel Terror,Pixel Terror,Dubstep / Brostep / Riddim,2020,2020-01-16 00:27:56,MONSTERCAT,26,iTunes Media/Music/Pixel Terror/Bittersweet [Single]/Bittersweet.m4a,Pixel Terror,2020/01/06,
Wolves [Extended Mix],Wolves [Single],KAAZE (feat. Silverberg),KAAZE,Big Room,2020,2020-01-16 00:27:56,REVEALED,13,iTunes Media/Music/KAAZE/Wolves [Single]/Wolves [Extended Mix].mp3,"KAAZE, Silverberg",2020/01/03,
Lambo [Extended Mix],Lambo [Single],DubVision & Firebeatz,DubVision & Firebeatz ,Ghetto House,2019,2020-01-16 00:27:56,STMPD,11,iTunes Media/Music/DubVision & Firebeatz/Lambo [Single]/Lambo [Extended Mix].mp3,"DubVision, Firebeatz",2019/12/13,
Incognito [Extended Version],Incognito [Single],Dlugosh & SIIK × Exodus,Dlugosh & SIIK × Exodus,Bass House,2019,2020-01-16 00:27:56,HEXAGON,8,iTunes Media/Music/Dlugosh & SIIK × Exodus/Incognito [Single]/Incognito [Extended Version].mp3,"Dlugosh, Exodus, SIIK",2019/09/26,
Riot [Extended Mix],Riot [Single],Brooks & Jonas Aden,Brooks & Jonas Aden,Future House / Future Bounce,2019,2020-01-16 00:27:56,STMPD,9,iTunes Media/Music/Brooks & Jonas Aden/Riot [Single]/Riot [Extended Mix].mp3,"Brooks, Jonas Aden",2019/08/30,
Invincible (Till The Day We Die) [Festival Mix],Invincible (Till The Day We Die) [Remix],Maddix (feat. Michael Jo),Maddix,Big Room,2019,2020-01-16 00:27:56,REVEALED,10,iTunes Media/Music/Maddix/Invincible (Till The Day We Die) [Remix]/Invincible (Till The Day We Die) [Fe.mp3,"Maddix, Michael Jo",2019/08/30,
All To Me [Extended Mix],All To Me [Single],Deekey × Nairi (feat. Lola Rhodes),Deekey × Nairi,Future House / Future Bounce,2019,2020-01-16 00:27:56,CYB3RPVNK,5,iTunes Media/Music/Deekey × Nairi/All To Me [Single]/All To Me [Extended Mix].mp3,"Deekey, Lola Rhodes, Nairi",2019/08/23,
No Strings Attached [Extended Mix],No Strings Attached [Single],SWACQ,SWACQ,Tech House,2019,2020-01-16 00:27:56,STMPD,9,iTunes Media/Music/SWACQ/No Strings Attached [Single]/No Strings Attached [Extended Mix].mp3,SWACQ,2019/08/23,
Out Of Control [Extended Mix],Out Of Control [Single],Loopers & Seth Hills,Loopers & Seth Hills,Electro House,2019,2020-01-16 00:27:56,STMPD,10,iTunes Media/Music/Loopers & Seth Hills/Out Of Control [Single]/Out Of Control [Extended Mix].mp3,"Loopers, Seth Hills",2019/08/21,
Retrograde [Extended Mix],Retrograde [Single],Hardwell,Hardwell,Electro House,2019,2020-01-16 00:27:56,REVEALED,13,iTunes Media/Music/Hardwell/Retrograde [Single]/Retrograde [Extended Mix].mp3,Hardwell,2019/08/16,
Goliath [Extended Mix],Goliath [Single],Dyro,Dyro,Electro House,2019,2020-01-16 00:27:56,STMPD,9,iTunes Media/Music/Dyro/Goliath [Single]/Goliath [Extended Mix].mp3,Dyro,2019/07/19,
The Same Way [Extended Version],The Same Way [Single],Don Diablo (feat. KiFi),Don Diablo,Future House / Future Bounce,2019,2020-01-16 00:27:56,HEXAGON,12,iTunes Media/Music/Don Diablo/The Same Way [Single]/The Same Way [Extended Version].mp3,"Don Diablo, KiFi",2019/07/25,
Action [Extended Mix],Action [Single],Slamtype,Slamtype,Bass House,2019,2020-01-16 00:27:56,REVEALED,10,iTunes Media/Music/Slamtype/Action [Single]/Action [Extended Mix].mp3,Slamtype,2019/07/19,
REDLIGHT,REDLIGHT [Single],NGHTMRE & A$AP Ferg,NGHTMRE & A$AP Ferg,Trap,2019,2020-01-16 00:27:56,ULTRA,6,iTunes Media/Music/NGHTMRE & A$AP Ferg/REDLIGHT [Single]/REDLIGHT.m4a,"A$AP Ferg, NGHTMRE",2019/03/29,
AGEN WIDA,AGEN WIDA [Single],JOYRYDE & Skrillex,JOYRYDE & Skrillex,Bass House,2018,2020-01-16 00:27:56,OWSLA,7,iTunes Media/Music/JOYRYDE & Skrillex/AGEN WIDA [Single]/AGEN WIDA.m4a,"JOYRYDE, Skrillex",2018/10/19,
Space Magic,Nascens,meganeko,meganeko,Electro House,2018,2020-01-16 00:27:56,-,6,iTunes Media/Music/meganeko/Nascens/Space Magic.m4a,meganeko,2018/07/12,
Monophobia [Extended Mix],mau5ville: Level 1,deadmau5 (feat. Rob Swire),deadmau5,Electro House,2018,2020-01-16 00:27:56,MAU5TRAP,8,iTunes Media/Music/deadmau5/mau5ville_ Level 1/Monophobia [Extended Mix].m4a,"Rob Swire, deadmau5",2018/07/13,
Fever [Extended Version],Fever [Single],Don Diablo & CID,Don Diablo & CID,House,2019,2020-01-16 00:27:56,HEXAGON,12,iTunes Media/Music/Don Diablo & CID/Fever [Single]/Fever [Extended Version].mp3,"CID, Don Diablo",2019/03/29,
"Wake Up, Get Up, Get Out There",Persona 5 Original Soundtrack,Shoji Meguro & Lyn,Shoji Meguro & Lyn,Jazz,2017,2020-01-16 00:27:56,-,5,"iTunes Media/Music/Shoji Meguro & Lyn/Persona 5 Original Soundtrack/Wake Up, Get Up, Get Out There.mp3","Lyn, Shoji Meguro",2017,
Silence [Extended Mix],Silence [Single],Don Diablo (feat. Dave Thomas Junior),Don Diablo,Future House / Future Bounce,2016,2020-01-16 00:27:56,SPINNIN',5,iTunes Media/Music/Don Diablo/Silence [Single]/Silence [Extended Mix].m4a,"Dave Thomas Junior, Don Diablo",2016/04/29,
Stronger,Stronger [Single],Kanye West (w/ Daft Punk),Kanye West,Rap,2007,2020-01-16 00:27:56,ROC-A-FELLA,6,iTunes Media/Music/Kanye West/Stronger [Single]/Stronger.m4a,"Daft Punk, Kanye West",2007/09/11,
Get It In [Extended Mix],Get It In [Futurism EP Vol. 2: Night],Luca Testa & PØP CULTUR (feat. Kris Kiss),Luca Testa & PØP CULTUR,Future House / Future Bounce,2019,2020-01-16 00:27:56,FUTURE HOUSE MUSIC,8,iTunes Media/Music/Luca Testa & PØP CULTUR/Get It In [Futurism EP Vol. 2_ Night]/Get It In [Extended Mix].mp3,"Kris Kiss, Luca Testa, PØP CULTUR",2019/07/06,
